ESTU_GENERO;ESTU_AREARESIDE;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_PAGOMATRICULABECA;ESTU_PAGOMATRICULACREDITO;ESTU_PAGOMATRICULAPADRES;ESTU_PAGOMATRICULAPROPIO;ESTU_COMOCAPACITOEXAMENSB11;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_VIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;ESTU_HORASSEMANATRABAJA;ESTU_PRGM_ACADEMICO;MOD_RAZONA_CUANTITAT_PUNT;MOD_LECTURA_CRITICA_PUNT;MOD_COMPETEN_CIUDADA_PUNT;MOD_COMUNI_ESCRITA_PUNT;PUNT_GLOBAL;MOD_INGLES_PUNT
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;No;Repasa por cuenta propia;Educacion profesional incompleta;Educacion profesional completa;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;DERECHO;173;181;195;114;174;208
M;Area Rural;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Entre 11 y 20 horas;FISICA;139;129;118;149;139;160
M;Cabecera Municipal;No paga matricula;No;No;No;Si;No realiza ninguna prueba de preparacion;Primaria incompleta;Secundaria (Bachillerato) incompleta;1;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;172;170;136;124;145;122
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;3;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Es vendedor o trabaja en atencion al publico;Menos de 10 horas;INGENIERIA CIVIL;116;78;115;130;125;185
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Mas de 30 horas;PSICOLOGIA;193;177;179;162;175;162
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Primaria completa;2;Si;;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);;LICENCIATURA EN INFORMATICA;175;141;122;148;147;148
F;Cabecera Municipal;Menos de 500 mil;No;Si;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica incompleta;1;Si;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGROFORESTAL;81;138;99;134;115;121
M;Area Rural;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria completa;Primaria completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGRONOMICA;142;122;165;112;133;126
M;Cabecera Municipal;No paga matricula;Si;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;2;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;ADMINISTRACION DE EMPRESAS;139;133;120;155;135;130
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Entre 11 y 20 horas;QUIMICA;146;127;166;117;137;129
F;Cabecera Municipal;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;132;166;180;141;152;141
F;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Educacion profesional completa;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;ECONOMIA;170;160;180;175;167;152
F;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Educacion profesional completa;Secundaria (Bachillerato) completa;;;;;;Entre 11 y 20 horas;ARTES VISUALES;123;90;128;121;119;134
M;Cabecera Municipal;Entre 2.5 millones y menos de 4 millones;No;No;Si;No;Repasa por cuenta propia;Postgrado;Postgrado;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;DERECHO;181;198;215;176;192;189
M;Cabecera Municipal;No paga matricula;No;No;No;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica completa;2;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Mas de 30 horas;SOCIOLOGIA;180;180;194;159;177;171
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;No;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;0;ADMINISTRACION DE EMPRESAS;152;143;138;129;138;130
M;Cabecera Municipal;No paga matricula;No;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;SOCIOLOGIA;115;170;149;176;153;155
F;Cabecera Municipal;Menos de 500 mil;Si;Si;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Primaria incompleta;1;No;Si;Es vendedor o trabaja en atencion al publico;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Entre 11 y 20 horas;INGENIERIA AMBIENTAL;152;158;151;116;131;79
F;Area Rural;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;No;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Entre 11 y 20 horas;LICENCIATURA EN FILOSOFIA Y LETRAS;126;164;147;129;133;101
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;No realiza ninguna prueba de preparacion;Ninguno;Tecnica o tecnologica completa;1;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA DE SISTEMAS;178;168;176;136;166;173
M;Area Rural;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;ZOOTECNIA;129;165;137;152;143;131
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Ninguno;Secundaria (Bachillerato) completa;1;No;No;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;83;145;138;72;104;82
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;Si;No realiza ninguna prueba de preparacion;Primaria completa;Secundaria (Bachillerato) incompleta;2;Si;No;Es agricultor, pesquero o jornalero;Es due駉 de un negocio grande, tiene un cargo de nivel directivo o gerencial;Mas de 30 horas;DISE袿 GRAFICO;77;158;120;120;128;167
F;Area Rural;Menos de 500 mil;No;Si;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;INGENIERIA AGROFORESTAL;187;153;108;127;147;162
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria completa;Primaria completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;ZOOTECNIA;192;107;164;148;153;152
M;Cabecera Municipal;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Primaria incompleta;;;;;;;LICENCIATURA EN MUSICA;90;157;134;150;132;131
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;No realiza ninguna prueba de preparacion;Primaria incompleta;Secundaria (Bachillerato) incompleta;2;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN ARTES VISUALES;103;90;119;119;111;122
M;Area Rural;No paga matricula;Si;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;CONTADURIA PUBLICA;190;186;192;132;179;197
F;Cabecera Municipal;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;2;Si;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Mas de 30 horas;MERCADEO;162;132;117;84;129;151
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AGROINDUSTRIAL;176;122;130;116;131;111
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;COMERCIO INTERNACIONAL;165;181;146;182;160;128
M;Cabecera Municipal;Menos de 500 mil;No;Si;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;DERECHO;135;137;123;133;131;127
M;Cabecera Municipal;No paga matricula;No;No;No;Si;No realiza ninguna prueba de preparacion;Postgrado;Tecnica o tecnologica incompleta;2;No;Si;Ninguno;Es vendedor o trabaja en atencion al publico;Entre 21 y 30 horas;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES;86;180;161;300;185;200
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria completa;Primaria completa;1;No;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;115;117;105;124;112;100
M;Area Rural;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Secundaria (Bachillerato) incompleta;1;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;CONTADURIA PUBLICA;206;143;130;164;164;178
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) completa;3;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 11 y 20 horas;INGENIERIA DE SISTEMAS;182;184;190;150;175;168
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria completa;1;Si;No;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;SOCIOLOGIA;143;171;136;135;136;95
F;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;;;;;;;;;LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;214;181;168;170;185;190
F;Area Rural;Entre 500 mil y menos de 1 millon;Si;Si;No;Si;No realiza ninguna prueba de preparacion;Postgrado;;;;;;;;DERECHO;168;162;124;0;122;157
F;Area Rural;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica completa;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Es vendedor o trabaja en atencion al publico;Mas de 30 horas;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES;154;208;173;158;181;213
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Ninguno;Primaria incompleta;1;Si;No;;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA CIVIL;185;192;197;183;188;183
M;Area Rural;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Primaria completa;Secundaria (Bachillerato) completa;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;MERCADEO;164;141;159;161;155;149
M;Cabecera Municipal;No paga matricula;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;ECONOMIA;96;106;116;90;104;110
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;ECONOMIA;172;181;134;162;157;137
F;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;1;Si;Si;;Es vendedor o trabaja en atencion al publico;Entre 11 y 20 horas;INGENIERIA EN PRODUCCION ACUICOLA;147;154;119;124;139;149
M;Cabecera Municipal;No paga matricula;No;No;No;No;Repasa por cuenta propia;Primaria completa;Primaria completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Menos de 10 horas;COMERCIO INTERNACIONAL;173;171;189;152;175;191
F;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Ninguno;2;Si;No;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA AMBIENTAL;168;173;170;120;160;168
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Postgrado;3;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Menos de 10 horas;INGENIERIA CIVIL;221;179;160;170;176;151
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA EN PRODUCCION ACUICOLA;153;142;122;103;132;140
F;Area Rural;Menos de 500 mil;No;Si;No;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;1;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es agricultor, pesquero o jornalero;0;COMERCIO INTERNACIONAL;161;137;128;105;137;153
M;Cabecera Municipal;No paga matricula;Si;No;Si;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Secundaria (Bachillerato) incompleta;2;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Entre 11 y 20 horas;INGENIERIA DE SISTEMAS;173;157;144;153;152;134
M;Area Rural;No paga matricula;Si;Si;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Primaria incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Menos de 10 horas;INGENIERIA AGROINDUSTRIAL;154;145;180;122;151;155
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Toma un curso de preparacion;Ninguno;Primaria completa;;;;;;;INGENIERIA DE SISTEMAS;177;127;80;132;128;125
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;SOCIOLOGIA;165;138;165;123;149;155
M;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Educacion profesional completa;Tecnica o tecnologica completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 11 y 20 horas;LICENCIATURA EN MUSICA;172;174;151;133;163;186
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;Si;Si;Si;Repasa por cuenta propia;Educacion profesional completa;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA ELECTRONICA;193;176;183;300;205;173
M;Area Rural;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 11 y 20 horas;ARTES VISUALES;96;105;116;125;112;120
M;Cabecera Municipal;No paga matricula;Si;No;Si;Si;No realiza ninguna prueba de preparacion;Primaria incompleta;Secundaria (Bachillerato) incompleta;2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES;158;147;157;194;172;204
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Primaria completa;Primaria incompleta;3;Si;Si;;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA DE SISTEMAS;130;123;105;74;113;135
M;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Educacion profesional completa;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN CIENCIAS SOCIALES;206;229;215;170;208;219
M;Cabecera Municipal;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;Postgrado;Postgrado;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;INGENIERIA AMBIENTAL;166;175;188;189;176;163
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Educacion profesional completa;Educacion profesional incompleta;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Menos de 10 horas;LICENCIATURA EN CIENCIAS SOCIALES;164;181;168;174;169;160
M;Cabecera Municipal;No paga matricula;No;No;Si;Si;No realiza ninguna prueba de preparacion;Tecnica o tecnologica completa;Tecnica o tecnologica completa;2;Si;Si;;;Entre 11 y 20 horas;MEDICINA VETERINARIA;98;120;111;122;121;153
M;Cabecera Municipal;No paga matricula;Si;No;Si;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;;Pensionado;0;INGENIERIA DE SISTEMAS;188;142;171;156;161;150
M;Cabecera Municipal;No paga matricula;Si;No;Si;Si;Repasa por cuenta propia;Primaria completa;Primaria incompleta;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;ARTES VISUALES;136;123;132;120;136;170
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;No realiza ninguna prueba de preparacion;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;1;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;No aplica;Menos de 10 horas;ECONOMIA;133;162;165;122;146;146
F;Cabecera Municipal;No paga matricula;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;2;Si;Si;Ninguno;Es vendedor o trabaja en atencion al publico;Menos de 10 horas;MEDICINA VETERINARIA;191;154;158;189;172;168
