ESTU_GENERO;FAMI_VIVIENDA;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_NUMLIBROS;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_AREA_UBICACION;COLE_JORNADA;PUNT_LECTURA_CRITICA;PUNT_MATEMATICAS;PUNT_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PUNT_INGLES;PUNT_GLOBAL
F;4;profesional;profesional;Ninguno;Empleado;Si;Si;11 A 25 LIBROS;Mejor;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;60;59;64;53;55;293
F;Sin Estrato;Primaria;Primaria;Empleado;Empleado;Si;No;;Igual;Entre 30 y 60 minutos;No Navega Internet;OFICIAL;A;;RURAL;MAÑANA;37;30;38;34;32;173
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;49;50;46;51;40;242
F;Estrato 3;Primaria;Primaria;Empleado;Ninguno;Si;No;26 A 100 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;TARDE;35;31;35;34;27;166
F;1;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Mejor;Entre 1 y 3 horas;Mas de 3 horas;NO OFICIAL;A;;URBANO;MAÑANA;46;47;45;40;42;222
F;Estrato 2;Bachillerato;Bachillerato;Ninguno;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;38;48;39;27;35;189
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;11 A 25 LIBROS;Mejor;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;NOCHE;42;37;34;43;32;192
F;Estrato 1;Bachillerato;Bachillerato;Ninguno;Empleado;Si;No;11 A 25 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;60;43;49;58;61;266
M;;;;;;;;;;;;OFICIAL;A;N;URBANO;MAÑANA;51;67;41;40;46;247
F;Estrato 1;Bachillerato;Primaria;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;50;64;52;55;43;272
F;Estrato 2;Ninguno;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Mejor;Entre 1 y 3 horas;No Navega Internet;OFICIAL;A;N;URBANO;MAÑANA;64;63;55;63;47;301
F;;;;Ninguno;Empleado;;No;;Peor;;;OFICIAL;A;N;URBANO;TARDE;31;34;37;22;29;154
F;Estrato 5;Bachillerato;Bachillerato;Empleado;Empleado;No;No;;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;50;41;45;41;35;218
F;Estrato 1;Bachillerato;Tecnica o tecnoligica;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;50;34;50;48;40;225
M;Estrato 4;Bachillerato;Bachillerato;Empleado;Empleado;No;;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;NO OFICIAL;A;;URBANO;SABATINA;33;33;38;27;42;167
F;;;;Ninguno;Ninguno;;No;;;;;OFICIAL;A;N;RURAL;MAÑANA;39;42;40;37;49;201
F;;;;Pensionado;Empleado;;Si;;Igual;;;OFICIAL;A;N;URBANO;NOCHE;29;24;31;38;27;151
F;1;Primaria;Primaria;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;41;49;45;34;44;212
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;UNICA;73;68;61;59;62;325
F;;;;Ninguno;Empleado;;No;;Igual;;;OFICIAL;A;N;URBANO;SABATINA;35;22;27;24;48;143
F;Estrato 2;Ninguno;Primaria;Ninguno;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;45;55;40;52;38;236
F;1;Bachillerato;Tecnica o tecnoligica;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;S;URBANO;NOCHE;55;56;55;61;62;286
M;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;58;57;49;48;46;262
F;Estrato 1;Tecnica o tecnoligica;Bachillerato;Empleado;Empleado;Si;No;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;70;69;69;68;70;345
F;Estrato 2;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;67;58;59;59;71;308
F;3;Bachillerato;Tecnica o tecnoligica;Ninguno;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;NO OFICIAL;A;N;URBANO;MAÑANA;79;69;74;70;80;368
M;Estrato 1;Tecnica o tecnoligica;Primaria;;;No;;0 A 10 LIBROS;;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;TARDE;52;49;57;59;32;263
F;2;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;49;47;44;46;51;234
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;SABATINA;38;37;46;36;34;194
F;Estrato 1;Primaria;Bachillerato;Ninguno;Ninguno;Si;No;26 A 100 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;UNICA;60;67;66;59;60;314
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;39;51;46;42;46;223
F;Estrato 1;Primaria;Primaria;Ninguno;Ninguno;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;No Navega Internet;OFICIAL;A;;URBANO;MAÑANA;35;42;34;45;32;192
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;No;11 A 25 LIBROS;Peor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;55;68;59;54;45;290
F;Estrato 1;Tecnica o tecnoligica;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;55;51;56;48;47;260
F;Estrato 3;Primaria;Primaria;Empleado;Ninguno;Si;Si;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;NO OFICIAL;A;N;URBANO;TARDE;60;64;58;64;57;306
F;;;;Empleado;Ninguno;;No;;Igual;;;NO OFICIAL;A;;URBANO;SABATINA;45;26;33;41;33;180
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;SABATINA;48;47;37;46;43;222
F;Estrato 4;Primaria;Tecnica o tecnoligica;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;36;25;33;39;30;165
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;NO OFICIAL;A;;URBANO;SABATINA;58;49;45;51;53;255
F;Sin Estrato;Bachillerato;Bachillerato;Ninguno;Ninguno;No;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;NO OFICIAL;A;N;URBANO;SABATINA;25;48;37;29;38;175
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;No;No;26 A 100 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;;URBANO;MAÑANA;54;60;51;50;53;268
F;;;;;;;;;;;;OFICIAL;A;N;URBANO;NOCHE;38;36;34;35;33;178
F;Estrato 3;Bachillerato;Primaria;Empleado;Empleado;No;No;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;44;48;45;33;40;212
F;Estrato 1;Primaria;Bachillerato;Ninguno;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;;RURAL;UNICA;63;55;59;57;48;288
F;;;;;;;;;;;;OFICIAL;A;N;RURAL;MAÑANA;69;68;70;73;64;348
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;45;46;46;44;44;226
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Mejor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;48;46;42;44;38;222
F;Estrato 1;Ninguno;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;NO OFICIAL;A;N;URBANO;TARDE;51;39;44;40;44;218
F;3;Ninguno;Bachillerato;Ninguno;Empleado;Si;Si;0 A 10 LIBROS;Igual;No leo por entretenimiento;Mas de 3 horas;OFICIAL;A;;URBANO;UNICA;45;50;54;48;54;248
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;54;55;53;57;50;272
F;Estrato 2;Bachillerato;profesional;Empleado;Empleado;Si;Si;;Igual;Entre 30 y 60 minutos;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;47;49;45;50;30;232
F;3;profesional;Bachillerato;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Peor;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;60;56;64;63;68;307
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;57;53;51;44;42;253
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;RURAL;MAÑANA;50;47;51;39;49;235
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;SABATINA;37;46;53;60;49;245
M;Estrato 5;profesional;profesional;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;41;49;48;40;51;225
F;2;Ninguno;Bachillerato;Ninguno;Empleado;Si;Si;26 A 100 LIBROS;Igual;Entre 30 y 60 minutos;Mas de 3 horas;OFICIAL;A;N;URBANO;UNICA;55;58;49;44;47;256
M;3;Ninguno;Ninguno;Empleado;Ninguno;Si;Si;0 A 10 LIBROS;Igual;Mas de 2 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;54;45;42;33;34;214
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;57;64;61;63;56;304
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;38;39;39;35;44;191
F;3;Bachillerato;Primaria;Empleado;Empleado;No;No;11 A 25 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;52;60;51;50;52;266
F;Estrato 1;Ninguno;Primaria;Ninguno;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;65;83;69;68;64;353
F;Sin Estrato;Tecnica o tecnoligica;Tecnica o tecnoligica;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;48;43;39;39;61;218
F;;Bachillerato;profesional;Ninguno;Empleado;No;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;50;40;34;38;37;201
F;Sin Estrato;Bachillerato;profesional;Ninguno;Ninguno;No;No;MAS DE 100 LIBROS;Peor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;43;42;44;45;39;216
F;Estrato 2;profesional;profesional;Empleado;Empleado;No;No;26 A 100 LIBROS;Igual;Mas de 2 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;72;75;70;73;69;361
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;11 A 25 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;NO OFICIAL;A;;URBANO;SABATINA;32;28;40;32;44;169
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;54;50;49;38;50;240
F;Estrato 2;Ninguno;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;No Navega Internet;OFICIAL;A;N;URBANO;TARDE;37;27;36;37;33;171
F;2;Tecnica o tecnoligica;Bachillerato;Ninguno;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;57;50;40;44;57;242
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;40;51;43;38;47;217
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;No Navega Internet;OFICIAL;A;N;URBANO;MAÑANA;34;42;33;30;47;178
F;2;Bachillerato;Tecnica o tecnoligica;Empleado;Ninguno;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;S;URBANO;MAÑANA;64;50;56;62;64;292
F;3;Bachillerato;profesional;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;59;62;64;68;61;315
F;;;;Empleado;Empleado;;No;;Mejor;;;OFICIAL;A;N;RURAL;MAÑANA;39;42;54;36;33;210
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;No;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;NO OFICIAL;A;;URBANO;SABATINA;62;51;52;55;54;275
F;Estrato 2;Bachillerato;Primaria;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;No Navega Internet;OFICIAL;A;N;RURAL;UNICA;51;46;41;43;44;226
F;1;Primaria;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;No leo por entretenimiento;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;55;64;53;36;40;255
F;Estrato 1;Ninguno;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;48;31;45;37;34;199
F;Estrato 1;Primaria;Primaria;Ninguno;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Mas de 3 horas;OFICIAL;A;N;RURAL;MAÑANA;72;76;71;68;59;354
F;Estrato 2;Bachillerato;Primaria;Empleado;Ninguno;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;RURAL;MAÑANA;43;43;39;36;47;204
F;Estrato 2;Primaria;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;32;30;35;33;34;163
F;;Ninguno;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Mas de 2 horas;Entre 30 y 60 minutos;OFICIAL;A;;RURAL;TARDE;44;28;37;52;37;200
F;Estrato 1;Bachillerato;Primaria;Empleado;Ninguno;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;44;38;49;39;34;209
F;2;Primaria;Tecnica o tecnoligica;Empleado;Empleado;Si;No;11 A 25 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;49;65;56;49;59;275
F;1;Primaria;Bachillerato;Empleado;Empleado;Si;No;26 A 100 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;54;55;47;46;53;253
F;Estrato 1;Primaria;Bachillerato;Ninguno;Empleado;Si;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;45;42;41;38;44;208
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;Si;0 A 10 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;46;47;47;48;44;234
F;Estrato 1;profesional;Tecnica o tecnoligica;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;NO OFICIAL;A;;URBANO;SABATINA;45;35;43;36;46;201
F;Estrato 1;Tecnica o tecnoligica;profesional;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;69;69;62;62;65;327
M;1;Tecnica o tecnoligica;Bachillerato;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;68;68;68;78;50;345
F;Estrato 2;Ninguno;Tecnica o tecnoligica;Ninguno;Empleado;Si;No;0 A 10 LIBROS;Mejor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;56;53;56;55;45;271
F;;;;Empleado;Empleado;;No;;Igual;;;NO OFICIAL;A;;URBANO;SABATINA;47;50;44;49;40;235
F;Estrato 2;Ninguno;Bachillerato;Ninguno;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;37;26;41;33;38;173
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;68;65;71;60;59;327
F;Estrato 1;Primaria;Primaria;Ninguno;Empleado;No;No;11 A 25 LIBROS;;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;51;54;50;42;53;248
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;NO OFICIAL;A;;URBANO;SABATINA;42;44;39;31;53;200
F;2;Tecnica o tecnoligica;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Peor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;62;76;61;61;51;320
F;Estrato 3;Primaria;Bachillerato;Ninguno;Empleado;No;No;11 A 25 LIBROS;Peor;No leo por entretenimiento;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;42;44;36;37;31;195
F;Sin Estrato;Ninguno;Ninguno;Empleado;Empleado;No;No;0 A 10 LIBROS;Mejor;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;TARDE;25;33;33;34;37;158
F;Estrato 1;profesional;profesional;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;36;29;45;33;37;179
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Mejor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;36;44;44;37;41;202
F;1;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;65;64;60;53;62;303
F;Estrato 2;Bachillerato;Bachillerato;Empleado;Empleado;No;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;No Navega Internet;OFICIAL;A;N;RURAL;MAÑANA;39;35;39;33;35;182
F;2;Tecnica o tecnoligica;Bachillerato;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;68;66;70;65;75;339
F;3;Bachillerato;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;MAS DE 100 LIBROS;;Entre 30 y 60 minutos;Entre 30 y 60 minutos;NO OFICIAL;A;N;URBANO;MAÑANA;53;47;46;51;66;253
F;2;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;TARDE;55;48;48;53;54;256
F;Estrato 4;Primaria;profesional;Empleado;Empleado;No;Si;MAS DE 100 LIBROS;Peor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;TARDE;54;48;49;48;47;248
F;Estrato 1;Primaria;Ninguno;Empleado;Ninguno;No;No;0 A 10 LIBROS;Mejor;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;52;44;39;47;37;224
F;Estrato 1;Primaria;Ninguno;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;63;47;52;56;64;276
F;Estrato 2;Ninguno;Primaria;Ninguno;Empleado;No;No;11 A 25 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;48;41;43;24;37;194
F;;;;;;;;;;;;OFICIAL;A;N;URBANO;MAÑANA;45;45;35;39;41;205
F;Estrato 2;Bachillerato;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;53;61;56;55;56;281
F;Estrato 3;Primaria;Primaria;Empleado;Empleado;No;No;26 A 100 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;42;42;38;45;52;213
F;;Ninguno;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;;RURAL;MAÑANA;39;33;35;26;43;170
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Mas de 2 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;32;32;39;34;32;170
F;Estrato 3;profesional;Postgrado;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;72;70;71;78;79;366
F;3;profesional;profesional;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;NO OFICIAL;A;S;URBANO;MAÑANA;65;56;59;67;71;312
F;2;Tecnica o tecnoligica;Tecnica o tecnoligica;Pensionado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;NO OFICIAL;A;N;URBANO;MAÑANA;62;57;52;51;57;278
F;Estrato 3;profesional;Bachillerato;Ninguno;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;TARDE;44;38;42;38;35;200
F;;Primaria;Primaria;;;No;No;26 A 100 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;45;37;39;42;47;206
F;2;profesional;Bachillerato;Ninguno;Empleado;Si;Si;26 A 100 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;68;68;56;62;54;314
F;Sin Estrato;Ninguno;Bachillerato;Ninguno;Empleado;Si;No;11 A 25 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;54;55;56;56;49;274
M;Sin Estrato;profesional;Tecnica o tecnoligica;Empleado;Ninguno;No;No;11 A 25 LIBROS;Peor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;55;60;49;50;47;265
M;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;51;47;39;51;30;228
F;2;Bachillerato;Primaria;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;58;50;57;54;62;277
F;;;;;;;;;;;;OFICIAL;A;S;RURAL;MAÑANA;42;28;37;24;34;164
F;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;Si;No;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;RURAL;MAÑANA;51;52;55;58;48;268
